"result_date","affil_category","test_type","test_result","test_count","test_source"
2021-01-24,On-Campus Student,Antigen,Negative,5,Test All Test Smart
2021-01-24,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-25,Employee,Antigen,Negative,5,Campus Health
2021-01-25,Employee,Antigen,Positive,0,Campus Health
2021-01-25,Employee,PCR,Negative,8,Campus Health
2021-01-25,Employee,PCR,Positive,0,Campus Health
2021-01-25,Employee,Antigen,Negative,68,Test All Test Smart
2021-01-25,Employee,Antigen,Positive,1,Test All Test Smart
2021-01-25,Employee,PCR,Negative,226,Test All Test Smart
2021-01-25,Employee,PCR,Positive,4,Test All Test Smart
2021-01-25,Off-Campus Student,Antigen,Negative,14,Campus Health
2021-01-25,Off-Campus Student,Antigen,Positive,4,Campus Health
2021-01-25,Off-Campus Student,PCR,Negative,15,Campus Health
2021-01-25,Off-Campus Student,PCR,Positive,0,Campus Health
2021-01-25,Off-Campus Student,Antigen,Negative,174,Test All Test Smart
2021-01-25,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-25,Off-Campus Student,PCR,Negative,615,Test All Test Smart
2021-01-25,Off-Campus Student,PCR,Positive,15,Test All Test Smart
2021-01-25,On-Campus Student,Antigen,Negative,3,Campus Health
2021-01-25,On-Campus Student,Antigen,Positive,2,Campus Health
2021-01-25,On-Campus Student,PCR,Negative,6,Campus Health
2021-01-25,On-Campus Student,PCR,Positive,0,Campus Health
2021-01-25,On-Campus Student,Antigen,Negative,83,Test All Test Smart
2021-01-25,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-25,On-Campus Student,PCR,Negative,579,Test All Test Smart
2021-01-25,On-Campus Student,PCR,Positive,8,Test All Test Smart
2021-01-26,Employee,Antigen,Negative,4,Campus Health
2021-01-26,Employee,Antigen,Positive,2,Campus Health
2021-01-26,Employee,PCR,Negative,10,Campus Health
2021-01-26,Employee,PCR,Positive,0,Campus Health
2021-01-26,Employee,Antigen,Negative,9,Test All Test Smart
2021-01-26,Employee,Antigen,Positive,0,Test All Test Smart
2021-01-26,Employee,PCR,Negative,381,Test All Test Smart
2021-01-26,Employee,PCR,Positive,4,Test All Test Smart
2021-01-26,Off-Campus Student,Antigen,Negative,10,Campus Health
2021-01-26,Off-Campus Student,Antigen,Positive,3,Campus Health
2021-01-26,Off-Campus Student,PCR,Negative,27,Campus Health
2021-01-26,Off-Campus Student,PCR,Positive,4,Campus Health
2021-01-26,Off-Campus Student,Antigen,Negative,31,Test All Test Smart
2021-01-26,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-26,Off-Campus Student,PCR,Negative,862,Test All Test Smart
2021-01-26,Off-Campus Student,PCR,Positive,7,Test All Test Smart
2021-01-26,On-Campus Student,Antigen,Negative,3,Campus Health
2021-01-26,On-Campus Student,Antigen,Positive,0,Campus Health
2021-01-26,On-Campus Student,PCR,Negative,11,Campus Health
2021-01-26,On-Campus Student,PCR,Positive,3,Campus Health
2021-01-26,On-Campus Student,Antigen,Negative,13,Test All Test Smart
2021-01-26,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-26,On-Campus Student,PCR,Negative,869,Test All Test Smart
2021-01-26,On-Campus Student,PCR,Positive,7,Test All Test Smart
2021-01-27,Employee,Antigen,Negative,7,Campus Health
2021-01-27,Employee,Antigen,Positive,0,Campus Health
2021-01-27,Employee,PCR,Negative,4,Campus Health
2021-01-27,Employee,PCR,Positive,0,Campus Health
2021-01-27,Employee,Antigen,Negative,49,Test All Test Smart
2021-01-27,Employee,Antigen,Positive,0,Test All Test Smart
2021-01-27,Employee,PCR,Negative,395,Test All Test Smart
2021-01-27,Employee,PCR,Positive,5,Test All Test Smart
2021-01-27,Off-Campus Student,Antigen,Negative,8,Campus Health
2021-01-27,Off-Campus Student,Antigen,Positive,3,Campus Health
2021-01-27,Off-Campus Student,PCR,Negative,10,Campus Health
2021-01-27,Off-Campus Student,PCR,Positive,0,Campus Health
2021-01-27,Off-Campus Student,Antigen,Negative,104,Test All Test Smart
2021-01-27,Off-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-01-27,Off-Campus Student,PCR,Negative,955,Test All Test Smart
2021-01-27,Off-Campus Student,PCR,Positive,19,Test All Test Smart
2021-01-27,On-Campus Student,Antigen,Negative,9,Campus Health
2021-01-27,On-Campus Student,Antigen,Positive,0,Campus Health
2021-01-27,On-Campus Student,PCR,Negative,2,Campus Health
2021-01-27,On-Campus Student,PCR,Positive,0,Campus Health
2021-01-27,On-Campus Student,Antigen,Negative,39,Test All Test Smart
2021-01-27,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-27,On-Campus Student,PCR,Negative,881,Test All Test Smart
2021-01-27,On-Campus Student,PCR,Positive,6,Test All Test Smart
2021-01-28,Employee,Antigen,Negative,4,Campus Health
2021-01-28,Employee,Antigen,Positive,0,Campus Health
2021-01-28,Employee,Antigen,Negative,20,Test All Test Smart
2021-01-28,Employee,Antigen,Positive,0,Test All Test Smart
2021-01-28,Employee,PCR,Negative,499,Test All Test Smart
2021-01-28,Employee,PCR,Positive,4,Test All Test Smart
2021-01-28,Off-Campus Student,Antigen,Negative,4,Campus Health
2021-01-28,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-01-28,Off-Campus Student,Antigen,Negative,18,Test All Test Smart
2021-01-28,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-28,Off-Campus Student,PCR,Negative,1053,Test All Test Smart
2021-01-28,Off-Campus Student,PCR,Positive,19,Test All Test Smart
2021-01-28,On-Campus Student,Antigen,Negative,1,Campus Health
2021-01-28,On-Campus Student,Antigen,Positive,0,Campus Health
2021-01-28,On-Campus Student,Antigen,Negative,18,Test All Test Smart
2021-01-28,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-28,On-Campus Student,PCR,Negative,849,Test All Test Smart
2021-01-28,On-Campus Student,PCR,Positive,3,Test All Test Smart
2021-01-29,Employee,Antigen,Negative,8,Campus Health
2021-01-29,Employee,Antigen,Positive,0,Campus Health
2021-01-29,Employee,PCR,Negative,4,Campus Health
2021-01-29,Employee,PCR,Positive,0,Campus Health
2021-01-29,Employee,Antigen,Negative,42,Test All Test Smart
2021-01-29,Employee,Antigen,Positive,0,Test All Test Smart
2021-01-29,Employee,PCR,Negative,670,Test All Test Smart
2021-01-29,Employee,PCR,Positive,3,Test All Test Smart
2021-01-29,Off-Campus Student,Antigen,Negative,9,Campus Health
2021-01-29,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-01-29,Off-Campus Student,PCR,Negative,6,Campus Health
2021-01-29,Off-Campus Student,PCR,Positive,0,Campus Health
2021-01-29,Off-Campus Student,Antigen,Negative,85,Test All Test Smart
2021-01-29,Off-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-01-29,Off-Campus Student,PCR,Negative,1185,Test All Test Smart
2021-01-29,Off-Campus Student,PCR,Positive,19,Test All Test Smart
2021-01-29,On-Campus Student,Antigen,Negative,4,Campus Health
2021-01-29,On-Campus Student,Antigen,Positive,0,Campus Health
2021-01-29,On-Campus Student,PCR,Negative,1,Campus Health
2021-01-29,On-Campus Student,PCR,Positive,0,Campus Health
2021-01-29,On-Campus Student,Antigen,Negative,46,Test All Test Smart
2021-01-29,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-29,On-Campus Student,PCR,Negative,990,Test All Test Smart
2021-01-29,On-Campus Student,PCR,Positive,4,Test All Test Smart
2021-01-30,Employee,Antigen,Negative,13,Test All Test Smart
2021-01-30,Employee,Antigen,Positive,0,Test All Test Smart
2021-01-30,Employee,PCR,Negative,174,Test All Test Smart
2021-01-30,Employee,PCR,Positive,0,Test All Test Smart
2021-01-30,Off-Campus Student,Antigen,Negative,31,Test All Test Smart
2021-01-30,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-30,Off-Campus Student,PCR,Negative,239,Test All Test Smart
2021-01-30,Off-Campus Student,PCR,Positive,2,Test All Test Smart
2021-01-30,On-Campus Student,Antigen,Negative,5,Test All Test Smart
2021-01-30,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-01-30,On-Campus Student,PCR,Negative,201,Test All Test Smart
2021-01-30,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-01-31,Employee,Antigen,Negative,3,Test All Test Smart
2021-01-31,Employee,Antigen,Positive,0,Test All Test Smart
2021-01-31,Off-Campus Student,Antigen,Negative,14,Test All Test Smart
2021-01-31,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-01,Employee,Antigen,Negative,4,Campus Health
2021-02-01,Employee,Antigen,Positive,0,Campus Health
2021-02-01,Employee,PCR,Negative,5,Campus Health
2021-02-01,Employee,PCR,Positive,0,Campus Health
2021-02-01,Employee,Antigen,Negative,60,Test All Test Smart
2021-02-01,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-01,Employee,PCR,Negative,225,Test All Test Smart
2021-02-01,Employee,PCR,Positive,1,Test All Test Smart
2021-02-01,Off-Campus Student,Antigen,Negative,19,Campus Health
2021-02-01,Off-Campus Student,Antigen,Positive,2,Campus Health
2021-02-01,Off-Campus Student,PCR,Negative,8,Campus Health
2021-02-01,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-01,Off-Campus Student,Antigen,Negative,173,Test All Test Smart
2021-02-01,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-01,Off-Campus Student,PCR,Negative,536,Test All Test Smart
2021-02-01,Off-Campus Student,PCR,Positive,9,Test All Test Smart
2021-02-01,On-Campus Student,Antigen,Negative,6,Campus Health
2021-02-01,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-01,On-Campus Student,PCR,Negative,4,Campus Health
2021-02-01,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-01,On-Campus Student,Antigen,Negative,1247,Test All Test Smart
2021-02-01,On-Campus Student,Antigen,Positive,2,Test All Test Smart
2021-02-01,On-Campus Student,PCR,Negative,609,Test All Test Smart
2021-02-01,On-Campus Student,PCR,Positive,1,Test All Test Smart
2021-02-02,Employee,Antigen,Negative,4,Campus Health
2021-02-02,Employee,Antigen,Positive,0,Campus Health
2021-02-02,Employee,PCR,Negative,4,Campus Health
2021-02-02,Employee,PCR,Positive,0,Campus Health
2021-02-02,Employee,Antigen,Negative,28,Test All Test Smart
2021-02-02,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-02,Employee,PCR,Negative,377,Test All Test Smart
2021-02-02,Employee,PCR,Positive,1,Test All Test Smart
2021-02-02,Off-Campus Student,Antigen,Negative,18,Campus Health
2021-02-02,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-02-02,Off-Campus Student,PCR,Negative,18,Campus Health
2021-02-02,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-02,Off-Campus Student,Antigen,Negative,42,Test All Test Smart
2021-02-02,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-02,Off-Campus Student,PCR,Negative,894,Test All Test Smart
2021-02-02,Off-Campus Student,PCR,Positive,11,Test All Test Smart
2021-02-02,On-Campus Student,Antigen,Negative,7,Campus Health
2021-02-02,On-Campus Student,Antigen,Positive,1,Campus Health
2021-02-02,On-Campus Student,PCR,Negative,6,Campus Health
2021-02-02,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-02,On-Campus Student,Antigen,Negative,839,Test All Test Smart
2021-02-02,On-Campus Student,Antigen,Positive,3,Test All Test Smart
2021-02-02,On-Campus Student,PCR,Negative,181,Test All Test Smart
2021-02-02,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-03,Employee,Antigen,Negative,1,Campus Health
2021-02-03,Employee,Antigen,Positive,0,Campus Health
2021-02-03,Employee,PCR,Negative,3,Campus Health
2021-02-03,Employee,PCR,Positive,0,Campus Health
2021-02-03,Employee,Antigen,Negative,25,Test All Test Smart
2021-02-03,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-03,Employee,PCR,Negative,526,Test All Test Smart
2021-02-03,Employee,PCR,Positive,5,Test All Test Smart
2021-02-03,Off-Campus Student,Antigen,Negative,7,Campus Health
2021-02-03,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-02-03,Off-Campus Student,PCR,Negative,18,Campus Health
2021-02-03,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-03,Off-Campus Student,Antigen,Negative,39,Test All Test Smart
2021-02-03,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-03,Off-Campus Student,PCR,Negative,968,Test All Test Smart
2021-02-03,Off-Campus Student,PCR,Positive,10,Test All Test Smart
2021-02-03,On-Campus Student,Antigen,Negative,3,Campus Health
2021-02-03,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-03,On-Campus Student,PCR,Negative,6,Campus Health
2021-02-03,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-03,On-Campus Student,Antigen,Negative,508,Test All Test Smart
2021-02-03,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-03,On-Campus Student,PCR,Negative,41,Test All Test Smart
2021-02-03,On-Campus Student,PCR,Positive,1,Test All Test Smart
2021-02-04,Employee,Antigen,Negative,1,Campus Health
2021-02-04,Employee,Antigen,Positive,0,Campus Health
2021-02-04,Employee,PCR,Negative,1,Campus Health
2021-02-04,Employee,PCR,Positive,0,Campus Health
2021-02-04,Employee,Antigen,Negative,13,Test All Test Smart
2021-02-04,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-04,Employee,PCR,Negative,615,Test All Test Smart
2021-02-04,Employee,PCR,Positive,1,Test All Test Smart
2021-02-04,Off-Campus Student,Antigen,Negative,13,Campus Health
2021-02-04,Off-Campus Student,Antigen,Positive,2,Campus Health
2021-02-04,Off-Campus Student,PCR,Negative,7,Campus Health
2021-02-04,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-04,Off-Campus Student,Antigen,Negative,24,Test All Test Smart
2021-02-04,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-04,Off-Campus Student,PCR,Negative,989,Test All Test Smart
2021-02-04,Off-Campus Student,PCR,Positive,10,Test All Test Smart
2021-02-04,On-Campus Student,Antigen,Negative,6,Campus Health
2021-02-04,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-04,On-Campus Student,PCR,Negative,4,Campus Health
2021-02-04,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-04,On-Campus Student,Antigen,Negative,740,Test All Test Smart
2021-02-04,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-02-04,On-Campus Student,PCR,Negative,17,Test All Test Smart
2021-02-04,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-05,Employee,Antigen,Negative,6,Campus Health
2021-02-05,Employee,Antigen,Positive,0,Campus Health
2021-02-05,Employee,PCR,Negative,1,Campus Health
2021-02-05,Employee,PCR,Positive,0,Campus Health
2021-02-05,Employee,Antigen,Negative,5,Test All Test Smart
2021-02-05,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-05,Employee,PCR,Negative,378,Test All Test Smart
2021-02-05,Employee,PCR,Positive,0,Test All Test Smart
2021-02-05,Off-Campus Student,Antigen,Negative,9,Campus Health
2021-02-05,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-02-05,Off-Campus Student,PCR,Negative,14,Campus Health
2021-02-05,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-05,Off-Campus Student,Antigen,Negative,14,Test All Test Smart
2021-02-05,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-05,Off-Campus Student,PCR,Negative,775,Test All Test Smart
2021-02-05,Off-Campus Student,PCR,Positive,9,Test All Test Smart
2021-02-05,On-Campus Student,Antigen,Negative,2,Campus Health
2021-02-05,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-05,On-Campus Student,PCR,Negative,6,Campus Health
2021-02-05,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-05,On-Campus Student,Antigen,Negative,1072,Test All Test Smart
2021-02-05,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-05,On-Campus Student,PCR,Negative,42,Test All Test Smart
2021-02-05,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-06,Employee,PCR,Negative,89,Test All Test Smart
2021-02-06,Employee,PCR,Positive,0,Test All Test Smart
2021-02-06,Off-Campus Student,PCR,Negative,172,Test All Test Smart
2021-02-06,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-06,On-Campus Student,PCR,Negative,2,Test All Test Smart
2021-02-06,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-08,Employee,Antigen,Negative,4,Campus Health
2021-02-08,Employee,Antigen,Positive,0,Campus Health
2021-02-08,Employee,PCR,Negative,6,Campus Health
2021-02-08,Employee,PCR,Positive,0,Campus Health
2021-02-08,Employee,Antigen,Negative,64,Test All Test Smart
2021-02-08,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-08,Employee,PCR,Negative,267,Test All Test Smart
2021-02-08,Employee,PCR,Positive,0,Test All Test Smart
2021-02-08,Off-Campus Student,Antigen,Negative,13,Campus Health
2021-02-08,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-02-08,Off-Campus Student,PCR,Negative,9,Campus Health
2021-02-08,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-08,Off-Campus Student,Antigen,Negative,133,Test All Test Smart
2021-02-08,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-08,Off-Campus Student,PCR,Negative,567,Test All Test Smart
2021-02-08,Off-Campus Student,PCR,Positive,5,Test All Test Smart
2021-02-08,On-Campus Student,Antigen,Negative,8,Campus Health
2021-02-08,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-08,On-Campus Student,PCR,Negative,2,Campus Health
2021-02-08,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-08,On-Campus Student,Antigen,Negative,726,Test All Test Smart
2021-02-08,On-Campus Student,Antigen,Positive,2,Test All Test Smart
2021-02-08,On-Campus Student,PCR,Negative,17,Test All Test Smart
2021-02-08,On-Campus Student,PCR,Positive,1,Test All Test Smart
2021-02-09,Employee,Antigen,Negative,6,Campus Health
2021-02-09,Employee,Antigen,Positive,0,Campus Health
2021-02-09,Employee,PCR,Negative,3,Campus Health
2021-02-09,Employee,PCR,Positive,0,Campus Health
2021-02-09,Employee,Antigen,Negative,35,Test All Test Smart
2021-02-09,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-09,Employee,PCR,Negative,479,Test All Test Smart
2021-02-09,Employee,PCR,Positive,1,Test All Test Smart
2021-02-09,Off-Campus Student,Antigen,Negative,16,Campus Health
2021-02-09,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-02-09,Off-Campus Student,PCR,Negative,11,Campus Health
2021-02-09,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-09,Off-Campus Student,Antigen,Negative,76,Test All Test Smart
2021-02-09,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-09,Off-Campus Student,PCR,Negative,1081,Test All Test Smart
2021-02-09,Off-Campus Student,PCR,Positive,7,Test All Test Smart
2021-02-09,On-Campus Student,Antigen,Negative,4,Campus Health
2021-02-09,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-09,On-Campus Student,PCR,Negative,4,Campus Health
2021-02-09,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-09,On-Campus Student,Antigen,Negative,538,Test All Test Smart
2021-02-09,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-02-09,On-Campus Student,PCR,Negative,77,Test All Test Smart
2021-02-09,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-10,Employee,Antigen,Negative,2,Campus Health
2021-02-10,Employee,Antigen,Positive,0,Campus Health
2021-02-10,Employee,PCR,Negative,6,Campus Health
2021-02-10,Employee,PCR,Positive,0,Campus Health
2021-02-10,Employee,Antigen,Negative,40,Test All Test Smart
2021-02-10,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-10,Employee,PCR,Negative,378,Test All Test Smart
2021-02-10,Employee,PCR,Positive,0,Test All Test Smart
2021-02-10,Off-Campus Student,Antigen,Negative,13,Campus Health
2021-02-10,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-02-10,Off-Campus Student,PCR,Negative,15,Campus Health
2021-02-10,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-10,Off-Campus Student,Antigen,Negative,91,Test All Test Smart
2021-02-10,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-10,Off-Campus Student,PCR,Negative,804,Test All Test Smart
2021-02-10,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-10,On-Campus Student,Antigen,Negative,6,Campus Health
2021-02-10,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-10,On-Campus Student,PCR,Negative,3,Campus Health
2021-02-10,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-10,On-Campus Student,Antigen,Negative,409,Test All Test Smart
2021-02-10,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-10,On-Campus Student,PCR,Negative,24,Test All Test Smart
2021-02-10,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-11,Employee,Antigen,Negative,2,Campus Health
2021-02-11,Employee,Antigen,Positive,0,Campus Health
2021-02-11,Employee,PCR,Negative,2,Campus Health
2021-02-11,Employee,PCR,Positive,0,Campus Health
2021-02-11,Employee,Antigen,Negative,46,Test All Test Smart
2021-02-11,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-11,Employee,PCR,Negative,511,Test All Test Smart
2021-02-11,Employee,PCR,Positive,1,Test All Test Smart
2021-02-11,Off-Campus Student,Antigen,Negative,6,Campus Health
2021-02-11,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-02-11,Off-Campus Student,PCR,Negative,12,Campus Health
2021-02-11,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-11,Off-Campus Student,Antigen,Negative,85,Test All Test Smart
2021-02-11,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-11,Off-Campus Student,PCR,Negative,827,Test All Test Smart
2021-02-11,Off-Campus Student,PCR,Positive,5,Test All Test Smart
2021-02-11,On-Campus Student,Antigen,Negative,3,Campus Health
2021-02-11,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-11,On-Campus Student,PCR,Negative,4,Campus Health
2021-02-11,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-11,On-Campus Student,Antigen,Negative,655,Test All Test Smart
2021-02-11,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-02-11,On-Campus Student,PCR,Negative,21,Test All Test Smart
2021-02-11,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-12,Employee,Antigen,Negative,3,Campus Health
2021-02-12,Employee,Antigen,Positive,0,Campus Health
2021-02-12,Employee,PCR,Negative,1,Campus Health
2021-02-12,Employee,PCR,Positive,0,Campus Health
2021-02-12,Employee,Antigen,Negative,61,Test All Test Smart
2021-02-12,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-12,Employee,PCR,Negative,355,Test All Test Smart
2021-02-12,Employee,PCR,Positive,1,Test All Test Smart
2021-02-12,Off-Campus Student,Antigen,Negative,6,Campus Health
2021-02-12,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-02-12,Off-Campus Student,PCR,Negative,6,Campus Health
2021-02-12,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-12,Off-Campus Student,Antigen,Negative,94,Test All Test Smart
2021-02-12,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-12,Off-Campus Student,PCR,Negative,758,Test All Test Smart
2021-02-12,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2021-02-12,On-Campus Student,Antigen,Negative,2,Campus Health
2021-02-12,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-12,On-Campus Student,PCR,Negative,3,Campus Health
2021-02-12,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-12,On-Campus Student,Antigen,Negative,783,Test All Test Smart
2021-02-12,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-12,On-Campus Student,PCR,Negative,17,Test All Test Smart
2021-02-12,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-13,Employee,Antigen,Negative,22,Test All Test Smart
2021-02-13,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-13,Off-Campus Student,Antigen,Negative,34,Test All Test Smart
2021-02-13,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-13,On-Campus Student,Antigen,Negative,3,Test All Test Smart
2021-02-13,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-14,Employee,Antigen,Negative,1,Test All Test Smart
2021-02-14,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-15,Employee,Antigen,Negative,3,Campus Health
2021-02-15,Employee,Antigen,Positive,0,Campus Health
2021-02-15,Employee,PCR,Negative,3,Campus Health
2021-02-15,Employee,PCR,Positive,0,Campus Health
2021-02-15,Employee,Antigen,Negative,69,Test All Test Smart
2021-02-15,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-15,Employee,PCR,Negative,395,Test All Test Smart
2021-02-15,Employee,PCR,Positive,0,Test All Test Smart
2021-02-15,Off-Campus Student,Antigen,Negative,10,Campus Health
2021-02-15,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-02-15,Off-Campus Student,PCR,Negative,6,Campus Health
2021-02-15,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-15,Off-Campus Student,Antigen,Negative,153,Test All Test Smart
2021-02-15,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-15,Off-Campus Student,PCR,Negative,975,Test All Test Smart
2021-02-15,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2021-02-15,On-Campus Student,Antigen,Negative,3,Campus Health
2021-02-15,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-15,On-Campus Student,PCR,Negative,2,Campus Health
2021-02-15,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-15,On-Campus Student,Antigen,Negative,782,Test All Test Smart
2021-02-15,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-15,On-Campus Student,PCR,Negative,17,Test All Test Smart
2021-02-15,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-16,Employee,PCR,Negative,3,Campus Health
2021-02-16,Employee,PCR,Positive,0,Campus Health
2021-02-16,Employee,Antigen,Negative,43,Test All Test Smart
2021-02-16,Employee,Antigen,Positive,0,Test All Test Smart
2021-02-16,Employee,PCR,Negative,370,Test All Test Smart
2021-02-16,Employee,PCR,Positive,0,Test All Test Smart
2021-02-16,Off-Campus Student,Antigen,Negative,11,Campus Health
2021-02-16,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-02-16,Off-Campus Student,PCR,Negative,10,Campus Health
2021-02-16,Off-Campus Student,PCR,Positive,0,Campus Health
2021-02-16,Off-Campus Student,Antigen,Negative,100,Test All Test Smart
2021-02-16,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-16,Off-Campus Student,PCR,Negative,1047,Test All Test Smart
2021-02-16,Off-Campus Student,PCR,Positive,3,Test All Test Smart
2021-02-16,On-Campus Student,Antigen,Negative,6,Campus Health
2021-02-16,On-Campus Student,Antigen,Positive,0,Campus Health
2021-02-16,On-Campus Student,PCR,Negative,3,Campus Health
2021-02-16,On-Campus Student,PCR,Positive,0,Campus Health
2021-02-16,On-Campus Student,Antigen,Negative,1079,Test All Test Smart
2021-02-16,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-02-16,On-Campus Student,PCR,Negative,56,Test All Test Smart
2021-02-16,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-02-17,Employee,Antigen,Negative,2,Campus Health
2021-02-17,Employee,Antigen,Positive,0,Campus Health
